DIRECTORIO	FEX_C	REGION	DIA_REFERENCIA_2	clase	P424	P4030S1	P4030S1A1	P4030S5	P4030S3	P4030S4	P4030S4A1	P4030S2	P4020
2937599	189.257056828107	2	2	1	2	1	1	1	1	1	3	1	3
2937600	203.526689351411	2	8	1	1	1	3	1	1	1	3	1	3
2937601	184.64074536215	2	8	1	1	1	1	1	1	1	3	1	6
2937602	168.21800859732	3	8	1	1	1	2	1	1	1	3	1	3
2937603	176.615006396277	3	8	1	1	1	2	1	1	1	3	1	3
2937604	96.8870248879431	3	3	1	2	1	2	1	1	1	3	1	3
2937605	163.714863358927	3	3	1	1	1	2	1	1	1	3	1	3
2937606	163.060150441497	3	4	1	2	1	2	1	1	1	3	1	3
2937607	170.968426204971	3	5	1	2	1	2	1	1	1	3	1	3
2937608	181.806215607612	3	6	1	1	1	2	1	1	1	3	1	7
2937609	142.635825200851	3	7	1	1	1	2	1	1	1	3	1	3
2937610	130.903342633856	3	7	1	1	1	2	1	1	1	3	2	3
2937611	112.089911809347	3	8	1	1	1	2	1	1	1	3	1	3
2937612	148.350581975287	3	7	1	2	1	2	1	1	1	3	1	3
2937613	188.841676802298	3	7	1	3	1	2	1	1	1	3	1	3
2937614	187.215064707707	3	8	1	1	1	2	1	1	1	3	1	3
2937615	226.776005812509	3	8	1	2	1	2	1	1	1	3	1	3
2937616	138.364641407872	3	4	1	2	1	2	1	1	1	3	1	3
2937617	122.372785610264	3	4	1	2	1	2	1	1	1	3	1	3
2937618	181.13788313609	3	5	1	2	1	2	1	1	1	3	1	3
2937619	170.569033760276	3	5	1	2	1	2	1	1	1	3	1	3
2937621	145.72897493151	3	6	1	1	1	2	1	1	1	3	1	3
2937622	266.628359395783	2	3	1	1	1	1	1	1	1	3	1	6
2937623	242.097916198905	2	3	1	1	1	2	1	1	1	3	1	6
2937624	262.819737389701	2	3	1	1	1	1	1	1	1	3	1	4
2937625	356.766146690064	2	3	1	2	1	1	1	1	1	3	1	4
2937626	234.178673702083	2	3	1	2	1	3	1	1	1	3	2	3
2937627	232.636231242949	2	4	1	1	1	3	1	1	1	3	2	6
2937628	198.378385785067	2	4	1	1	1	3	1	1	1	3	1	3
2937629	294.980207912976	2	3	1	2	1	3	1	1	1	3	2	3
2937630	205.776699175257	2	2	1	2	1	3	1	1	1	3	2	3
2937631	217.564262962398	2	2	1	2	1	3	1	1	1	3	2	3
2937632	488.328958518584	2	6	1	1	1	1	1	1	1	3	1	6
2937633	352.077014635133	2	4	1	1	1	1	1	2	1	3	1	6
2937634	268.79212516473	2	4	1	1	1	1	1	1	1	3	1	6
2937635	265.097412037861	2	5	1	1	1	1	1	1	1	3	1	6
2937636	280.342670670397	2	4	1	1	1	1	1	2	1	3	1	4
2937637	221.270753379037	2	5	1	1	1	1	1	2	1	3	1	4
2937638	120.196307654594	2	6	1	1	1	1	1	1	1	3	1	6
2937639	326.414907158097	2	4	1	2	1	3	1	1	1	2	1	3
2937640	191.138292961635	2	5	1	1	1	3	1	1	1	2	1	5
2937641	170.493425066706	2	6	1	1	1	3	1	1	1	2	1	3
2937642	206.888025097796	3	2	1	1	1	2	1	1	1	3	1	6
2937643	222.496629103698	3	2	1	1	1	2	1	1	1	3	1	6
2937644	203.507218958429	3	3	1	1	1	2	1	1	1	3	1	7
2937645	194.610250202395	3	5	1	1	1	2	1	1	1	3	1	3
2937646	190.913116004536	3	2	1	1	1	2	1	1	1	3	1	6
2937647	153.850604341142	3	3	1	1	1	1	1	1	1	3	2	6
2937648	193.823475984308	3	4	1	1	1	2	1	1	1	3	1	3
2937649	113.034862369267	3	5	1	1	1	2	1	1	1	3	1	6
2937650	215.185849347953	4	7	1	2	1	5	1	1	1	3	1	3
2937651	458.625913829191	4	2	1	2	1	5	1	1	1	3	1	3
2937652	215.185849347953	4	7	1	2	1	5	1	1	1	3	1	3
2937653	455.619416456107	4	8	1	1	1	1	1	1	1	3	1	6
2937654	428.853030994535	4	4	1	1	1	1	1	1	1	3	1	6
2937655	334.552373886847	4	2	1	2	1	5	1	1	1	3	1	3
2937656	474.492586414928	4	3	1	2	1	3	1	1	1	3	1	3
2937657	456.627655601818	4	5	1	2	1	3	1	1	1	3	1	3
2937658	272.88727356523	4	7	1	2	1	1	1	1	1	3	1	6
2937659	407.94930561781	4	7	1	2	1	1	1	1	1	3	1	3
2937660	579.923408711841	4	8	1	2	1	1	1	1	1	3	1	3
2937661	175.036316430353	4	3	1	2	1	1	1	1	1	3	1	3
2937662	275.707279446411	4	4	1	1	1	2	1	1	1	3	1	3
2937663	666.209705995129	4	6	1	2	1	6	1	1	1	3	1	3
2937664	485.429472490565	4	3	1	2	1	3	1	1	1	3	1	3
2937665	463.120735728102	4	5	1	2	1	3	1	1	1	3	1	3
2937666	238.479765041889	4	7	1	2	1	1	1	1	1	3	1	6
2937667	341.818373771597	4	7	1	2	1	1	1	1	1	3	1	3
2937668	293.284755828197	4	3	1	2	1	2	1	1	1	3	1	3
2937669	247.19558069155	4	4	1	2	1	2	1	1	1	3	1	3
2937670	473.486037873691	4	6	1	2	1	2	1	1	1	3	1	3
2937671	328.825774451131	4	3	1	2	1	1	1	1	1	3	1	3
2937672	284.317572249541	4	3	1	2	1	3	1	1	1	3	1	3
2937673	326.870118378985	4	6	1	2	1	3	1	1	1	3	1	3
2937674	327.139429698911	4	6	1	2	1	3	1	1	1	3	1	3
2937675	414.631883167005	4	6	1	2	1	3	1	1	1	3	1	3
2937676	104.411861233935	1	3	1	1	1	1	2	1	1	2	1	7
2937677	55.8817773047704	1	3	1	1	1	1	2	1	1	3	1	6
2937678	87.1621279885166	1	4	1	1	1	1	1	1	1	2	1	6
2937679	108.591736465479	1	4	1	1	1	1	1	1	1	3	1	3
2937680	61.6470538267935	1	5	1	1	1	1	1	1	1	3	1	7
2937681	160.247258901592	1	6	1	2	1	2	1	1	1	3	1	6
2937682	121.763768679927	1	2	1	1	1	2	1	1	1	3	1	3
2937683	74.9683873344905	1	3	1	1	1	1	1	1	1	3	1	6
2937684	113.62367280872	1	4	1	2	1	1	1	1	1	3	1	3
2937685	84.6990644311437	1	5	1	1	1	1	1	1	1	3	1	6
2937686	69.3872912595221	1	6	1	2	1	2	1	1	1	3	2	6
2937687	76.0689987953516	1	6	1	1	1	2	1	1	1	3	1	3
2937688	43.9808203469564	1	6	1	1	1	2	1	1	1	3	1	6
2937689	115.210297863429	1	5	1	2	1	2	1	1	1	3	1	3
2937690	137.043718000214	1	2	1	2	1	2	1	1	1	3	1	3
2937693	86.9831334468959	1	3	1	1	1	1	1	1	1	3	1	6
2937694	70.181448635198	1	3	1	2	1	1	1	1	1	2	1	3
2937695	99.1348094049189	1	4	1	1	1	1	1	1	1	3	2	6
2937696	85.5019027937805	1	5	1	1	1	1	1	1	1	3	1	6
2937698	165.240432858337	1	5	1	1	1	2	1	1	1	3	1	3
2937701	394.392446683645	1	7	1	2	1	1	1	1	1	3	1	6
2937702	464.302288541662	1	7	1	2	1	1	1	1	1	3	1	3
2937704	729.427285738296	1	8	1	1	1	1	1	1	1	3	1	3
2937708	185.982240266565	1	3	1	2	1	1	1	1	1	3	1	3
2937709	267.755193849959	1	3	1	1	1	1	1	1	1	3	1	6
2937710	352.419107655248	1	4	1	3	1	1	1	1	1	3	1	3
2937711	329.821898758419	1	4	1	3	1	1	1	1	1	3	1	3
2937712	312.803423213972	1	4	1	3	1	1	1	1	1	3	1	6
2937713	293.322328295133	1	6	1	2	1	5	1	1	1	3	1	3
2937716	221.232606769094	1	6	1	2	1	5	1	1	1	3	1	3
2937717	562.215358279113	1	6	1	2	1	1	1	1	1	3	1	3
2937719	572.920327615796	1	7	1	2	1	1	1	1	1	3	1	6
2937720	442.949976920862	1	7	1	2	1	1	1	1	1	3	1	7
2937721	341.443326305385	1	8	1	2	1	1	1	2	1	3	2	7
2937722	377.920791827286	1	8	1	2	1	1	1	1	1	3	1	3
2937723	380.609732415	1	8	1	2	1	1	2	2	1	3	2	7
2937725	299.414646591035	1	3	1	2	1	2	1	1	1	3	1	3
2937726	249.7504654642	1	3	1	2	1	2	1	1	1	3	1	3
2937728	399.19875401794	1	4	1	2	1	1	1	1	1	3	1	3
2937730	228.204703964841	1	5	1	2	1	5	1	1	1	3	1	3
2937731	161.073705627422	1	5	1	2	1	5	1	1	1	3	1	3
2937732	149.037863283074	1	5	1	2	1	5	1	1	1	3	1	3
2937734	218.204191258272	1	7	1	2	1	5	1	1	1	3	1	3
2937735	664.85578072585	1	6	1	2	1	1	1	1	1	3	1	3
2937736	494.515193013164	1	8	1	1	1	3	1	1	1	3	1	3
2937737	153.179298786565	1	3	1	2	1	3	1	1	1	3	1	6
2937738	297.008043698676	1	4	1	1	1	3	1	1	1	3	1	3
2937739	239.775276081062	1	5	1	1	1	3	1	1	1	3	1	3
2937740	277.0107523281	1	6	1	2	1	3	1	1	1	3	1	3
2937741	170.576506086998	1	7	1	1	1	1	1	2	1	3	1	6
2937742	185.981489804445	1	8	1	1	1	1	1	2	1	3	1	6
2937743	274.880936687295	1	2	1	1	1	1	1	2	1	3	1	6
2937744	85.2174428228392	1	3	1	1	1	1	1	2	1	3	1	6
2937745	137.9165371652	1	6	1	1	1	1	1	2	1	3	1	6
2937746	356.716483614388	1	8	1	2	1	3	1	1	1	3	1	3
2937747	105.941236391653	1	6	1	1	1	1	1	2	1	3	1	6
2937748	168.773294562853	1	3	1	1	1	3	1	1	1	3	1	3
2937749	244.217091871663	1	4	1	1	1	3	1	1	1	3	1	3
2937750	207.153770169477	1	5	1	1	1	3	1	1	1	3	1	3
2937751	326.858350884092	1	6	1	2	1	3	1	1	1	3	2	6
2937752	226.521511808864	1	7	1	1	1	1	1	2	1	3	1	6
2937754	351.170129049024	1	2	1	1	1	1	1	2	1	3	1	6
2937755	200.913261637805	1	3	1	1	1	1	1	2	1	3	1	3
2937756	147.792117557971	1	4	1	1	1	1	1	1	1	3	1	6
2937757	210.533882244276	2	6	1	1	1	1	1	1	1	3	1	6
2937758	133.471994669386	2	7	1	1	1	1	1	1	1	3	1	3
2937759	69.3824462293976	1	5	1	1	1	3	1	1	1	3	1	3
2937760	141.914432541062	1	6	1	2	1	3	1	1	1	3	1	3
2937761	96.581532330936	1	6	1	1	1	3	1	1	1	2	1	3
2937762	141.853214211335	1	7	1	2	1	3	1	1	1	3	1	3
2937763	92.047115653057	1	5	1	2	1	3	1	1	1	3	1	3
2937764	114.622935666401	1	5	1	1	1	3	1	1	1	3	1	6
2937765	105.164481286183	1	5	1	2	1	3	1	1	1	3	1	3
2937766	327.229063209823	3	7	1	1	1	2	1	1	1	3	1	3
2937767	235.148915485906	3	8	1	1	1	2	1	1	1	3	1	6
2937768	221.139176438229	3	8	1	1	1	2	1	1	1	3	1	3
2937769	242.789905295992	3	8	1	1	1	2	1	1	1	3	2	3
2937770	310.67481179797	3	2	1	2	1	2	1	1	1	3	1	3
2937771	282.225960500504	3	2	1	1	1	2	1	1	1	3	2	3
2937772	266.728928194788	3	3	1	1	1	2	1	1	1	3	1	3
2937773	159.200050531776	3	3	1	1	1	2	1	1	1	3	2	3
2937774	251.38569501336	3	4	1	1	1	2	1	1	1	3	1	3
2937775	233.214540965937	3	4	1	3	1	2	1	1	1	3	2	3
2937776	299.134296147896	3	6	1	1	1	2	1	1	1	3	1	3
2937777	320.186582196646	3	6	1	1	1	2	1	1	1	3	1	6
2937778	298.041031600066	3	6	1	2	1	2	1	1	1	3	1	3
2937781	164.416378477223	3	7	1	2	1	2	1	1	1	3	1	6
2937782	275.717538689343	3	7	1	1	1	2	1	1	1	3	1	4
2937783	275.717538689343	3	7	1	1	1	2	1	1	1	3	1	3
2937784	310.373140215326	3	8	1	3	1	2	1	1	1	3	1	4
2937785	300.413084795997	3	8	1	1	1	2	1	1	1	3	2	3
2937786	333.451847235717	3	2	1	3	1	2	1	1	1	3	2	4
2937787	332.387972098037	3	2	1	1	1	2	1	1	1	3	1	3
2937788	243.398359322743	3	3	1	1	1	1	1	1	1	3	1	6
2937789	223.037328283493	3	3	1	2	1	2	1	1	1	3	1	3
2937790	286.667897822252	3	5	1	1	1	2	1	1	1	3	2	6
2937791	304.43049966253	3	5	1	1	1	2	1	1	1	3	1	4
2937792	277.664034745752	3	5	1	2	1	2	1	1	1	3	2	3
2937794	304.04272090942	3	7	1	1	1	2	1	1	1	3	1	6
2937795	321.375503790815	5	8	1	3	1	3	1	1	1	3	1	6
2937796	189.384012326236	5	4	1	2	1	2	1	1	1	3	1	6
2937797	222.393110197107	5	4	1	3	1	2	1	1	1	3	1	3
2937798	184.322161398754	5	4	1	3	1	2	1	1	1	3	1	3
2937799	175.710049666419	5	7	1	2	1	3	1	1	1	3	1	3
2937801	140.903035607222	5	7	1	2	1	3	1	1	1	3	1	3
2937802	299.749446525305	5	8	1	1	1	3	1	1	1	3	1	3
2937803	321.375503790815	5	8	1	1	1	3	1	1	1	3	1	3
2937804	260.255478849875	5	6	1	3	1	3	1	1	1	3	1	3
2937805	197.136031683373	5	6	1	2	1	3	1	1	1	3	1	6
2937806	286.019728834533	5	8	1	3	1	2	1	1	1	3	1	6
2937807	269.587075661077	5	6	1	2	1	3	1	1	1	3	1	3
2937810	536.857745743212	5	2	1	2	1	2	1	1	1	3	1	3
2937811	183.720714325042	5	3	1	3	1	2	1	1	1	3	1	4
2937812	231.45738113499	5	3	1	2	1	2	1	1	1	3	1	3
2937813	204.207758242585	5	3	1	2	1	2	1	1	1	3	1	3
2937814	243.063967095261	5	5	1	2	1	2	1	1	1	3	1	3
2937815	165.860218281661	5	5	1	1	1	2	1	1	1	3	1	6
2937816	235.526908132367	5	5	1	2	1	2	1	1	1	3	1	3
2937817	175.035221350787	5	4	1	2	1	2	1	1	1	3	1	3
2937818	332.107044561013	5	8	1	2	1	2	1	1	1	3	1	3
2937819	189.629409356739	5	7	1	2	1	3	1	1	1	3	1	3
2937820	191.475179271738	5	7	1	2	1	3	1	1	1	3	1	3
2937821	270.573209829417	5	8	1	1	1	3	1	1	1	3	1	3
2937822	251.489677933163	5	8	1	1	1	3	1	1	1	3	1	3
2937823	253.251761159454	5	6	1	2	1	3	1	1	1	3	1	3
2937824	236.431285053804	5	6	1	3	1	3	1	1	1	3	1	3
2937825	271.924016947349	5	6	1	3	1	3	1	1	1	3	2	3
2937826	252.573903987888	5	6	1	2	1	3	1	1	1	3	1	3
2937827	279.44908770338	5	6	1	2	1	3	1	1	1	3	1	3
2937829	303.596743639972	5	8	1	2	1	2	1	1	1	3	1	3
2937832	203.24391110351	5	3	1	3	1	2	1	1	1	3	1	5
2937833	210.738043545319	5	3	1	2	1	2	1	1	1	3	1	3
2937834	198.302265493856	5	3	1	3	1	2	1	1	1	3	1	3
2937835	184.607334470507	5	5	1	2	1	2	1	1	1	3	1	3
2937836	177.680230112095	5	5	1	2	1	2	1	1	1	3	1	3
2937837	241.211408757485	5	5	1	2	1	2	1	1	1	3	1	3
2937838	172.070675522537	5	4	1	2	1	2	1	1	1	3	2	3
2937839	175.448843544322	5	4	1	2	1	2	1	1	1	3	1	3
2937840	295.108763102889	5	8	1	1	1	2	1	1	1	3	1	3
2937841	230.629892056259	5	7	1	2	1	3	1	1	1	3	1	3
2937842	241.158653566206	5	8	1	1	1	3	1	1	1	3	1	3
2937843	179.2789256679	5	5	1	1	1	2	1	1	1	3	1	6
2937844	624.006115734782	5	2	1	1	1	3	1	1	1	3	1	3
2937845	296.524146929476	5	6	1	2	1	3	1	1	1	3	1	3
2937846	238.299698661881	5	6	1	3	1	3	1	1	1	3	1	3
2937847	241.157993013763	5	6	1	3	1	3	1	1	1	3	1	3
2937848	252.512016434981	5	6	1	3	1	3	1	1	1	3	1	3
2937849	260.037087191012	5	6	1	2	1	3	1	1	1	3	1	3
2937850	277.330538075971	5	6	1	2	1	3	1	1	1	3	1	3
2937851	623.85321707466	5	2	1	2	1	2	1	1	1	3	1	3
2937852	219.630936765167	5	5	1	3	1	2	1	1	1	3	1	3
2937854	213.333085526332	5	3	1	3	1	2	1	1	1	3	1	3
2937855	208.69321991983	5	3	1	2	1	2	1	1	1	3	1	3
2937856	244.517951740458	5	3	1	3	1	2	1	1	1	3	1	3
2937857	228.375970867483	5	5	1	2	1	2	1	1	1	3	1	3
2937858	153.929867022924	5	4	1	2	1	2	1	1	1	3	2	3
2937859	209.586815777535	5	4	1	2	1	2	1	1	1	3	1	3
2937860	197.570091030384	5	4	1	2	1	2	1	1	1	3	1	3
2937861	169.010771808048	5	7	1	2	1	3	1	1	1	3	1	3
2937862	202.499854871159	5	8	1	1	1	3	1	1	1	3	1	3
2937863	195.582623936614	5	4	1	1	1	2	1	1	1	3	2	3
2937864	132.064811250395	5	5	1	2	1	3	1	1	1	3	1	3
2937865	186.733711815179	5	5	1	2	1	3	1	1	1	3	1	3
2937867	191.168893966034	5	7	1	1	1	4	1	1	1	3	1	1
2937868	187.89806238154	5	7	1	2	1	4	1	1	1	3	1	1
2937869	196.398235004986	5	7	1	2	1	4	1	1	1	3	2	3
2937870	183.890999486292	5	7	1	2	1	4	1	1	1	3	2	3
2937873	207.806966216644	5	4	1	2	1	2	1	1	1	3	1	3
2937874	275.828779024347	5	8	1	1	1	3	1	1	1	3	1	3
2937875	192.761667479241	5	5	1	3	1	3	1	1	1	3	2	5
2937878	188.077918062164	5	7	1	1	1	4	1	1	1	3	1	3
2937879	163.563435826609	5	7	1	2	1	4	1	1	1	3	1	5
2937882	196.803731833793	5	7	1	2	1	4	1	1	1	3	1	5
2937883	157.511675138261	5	4	1	2	1	2	1	1	1	3	1	3
2937884	156.364398129762	5	4	1	1	1	2	1	1	1	3	1	6
2937885	163.155478205284	5	4	1	1	1	2	1	1	1	3	1	5
2937886	188.870575907262	5	5	1	2	1	3	1	1	1	3	1	3
2937887	246.383252422104	5	8	1	1	1	3	1	1	1	3	1	3
2937890	312.982978227786	5	8	1	2	1	3	1	1	1	3	2	3
2937891	138.5963316241	5	7	1	2	1	4	1	1	1	3	1	3
2937892	187.161831070786	5	7	1	2	1	4	1	1	1	3	2	3
2937893	227.570007063314	5	7	1	2	1	4	1	1	1	3	2	3
2937896	209.586815777535	5	4	1	2	1	2	1	1	1	3	1	3
2937897	124.063207447722	5	4	1	2	1	2	1	1	1	3	1	6
2937898	203.943012710512	5	4	1	2	1	2	1	1	1	3	1	6
2937899	241.794183952171	5	3	1	2	1	3	1	1	1	3	1	3
2937900	229.427567363382	5	6	1	1	1	3	1	1	1	3	1	3
2937901	224.677519300923	5	6	1	2	1	3	1	1	1	3	2	3
2937902	221.431477825139	5	6	1	1	1	3	1	1	1	3	1	3
2937903	177.323463790353	5	4	1	3	1	2	1	1	1	3	2	3
2937904	211.307048519756	5	4	1	2	1	2	1	1	1	3	1	3
2937905	182.471513482939	5	5	1	2	1	3	1	1	1	3	1	3
2937907	512.836711018068	5	2	1	2	1	3	1	1	1	3	1	3
2937910	172.224482752886	5	7	1	1	1	2	1	1	1	3	1	5
2937911	239.753556451	5	7	1	2	1	2	1	1	1	3	1	6
2937912	193.752543096997	5	3	1	1	1	3	1	1	1	3	1	3
2937914	172.070675522537	5	4	1	2	1	2	1	1	1	3	1	3
2937915	157.511675138261	5	4	1	2	1	3	1	1	1	3	1	3
2937916	203.000789942639	5	5	1	1	1	3	1	1	1	3	1	3
2937917	168.25564164875	5	5	1	1	1	3	1	1	1	3	1	3
2937918	256.44427407276	5	8	1	1	1	3	1	1	1	3	1	3
2937919	178.848501320305	5	5	1	1	1	3	1	1	1	3	1	3
2937920	242.664220816474	5	3	1	2	1	3	1	1	1	3	1	3
2937921	211.385320179232	5	3	1	1	1	3	1	1	1	2	1	6
2937922	267.633434397594	5	6	1	2	1	3	1	1	1	3	1	3
2937923	271.924016947349	5	6	1	2	1	3	1	1	1	3	1	3
2937924	207.834109812831	5	4	1	2	1	2	1	1	1	3	1	3
2937925	207.997903556978	5	4	1	2	1	3	1	1	1	3	1	3
2937926	189.384012326236	5	4	1	2	1	2	1	1	1	3	1	3
2937927	211.544592389088	5	7	1	2	1	2	1	1	1	3	1	3
2937929	310.610202645087	5	8	1	1	1	3	1	1	1	3	1	3
2937931	249.42196377965	5	8	1	2	1	3	1	1	1	3	1	3
2937932	183.890999486292	5	7	1	2	1	2	1	1	1	3	1	6
2937933	160.206330216881	5	7	1	2	1	2	1	1	1	3	1	3
2937934	215.701529614644	5	7	1	2	1	2	1	1	1	3	1	3
2937935	193.81680381661	5	3	1	2	1	3	1	1	1	3	1	3
2937936	183.361588671022	5	3	1	2	1	3	1	1	1	3	1	3
2937937	203.943012710512	5	4	1	2	1	2	1	1	1	3	1	3
2937938	220.532271771174	5	5	1	1	1	3	1	1	1	3	1	3
2937939	685.169564658281	5	2	1	2	1	3	1	1	1	3	1	4
2937940	175.882292868618	5	5	1	2	1	3	1	1	1	3	1	3
2937941	146.548762493929	5	5	1	1	1	3	1	1	1	3	1	3
2937942	225.506845590962	5	5	1	1	1	3	1	1	1	3	1	3
2937943	157.721884547087	5	4	1	2	1	2	1	1	1	3	1	3
2937944	242.039428262469	5	3	1	1	1	3	1	1	1	3	1	3
2937945	213.322784087839	5	4	1	2	1	2	1	1	1	3	1	4
2937950	614.155971270638	5	2	1	2	1	3	1	1	1	3	1	3
2937951	204.092133520894	5	7	1	2	1	2	1	1	1	3	1	6
2937952	185.006833853723	5	7	1	2	1	2	1	1	1	3	1	3
2937953	185.006833853723	5	7	1	2	1	2	1	1	1	3	1	3
2937954	181.629668485566	5	3	1	2	1	3	1	1	1	3	1	4
2937955	193.752543096997	5	3	1	1	1	3	1	1	1	3	1	4
2937956	171.726076388009	5	4	1	3	1	2	1	1	1	3	1	4
2937957	222.393110197107	5	4	1	2	1	3	1	1	1	2	1	3
2937958	211.941830964006	5	5	1	2	1	3	1	1	1	3	1	3
2937959	293.892672270088	5	8	1	1	1	2	1	1	1	3	1	4
2937960	217.969786628068	5	5	1	2	1	3	1	1	1	3	2	3
2937961	253.251761159454	5	6	1	2	1	2	1	1	1	3	1	3
2937962	219.98504680545	5	6	1	2	1	2	1	1	1	3	1	3
2937969	685.169564658281	5	2	1	1	1	2	1	1	1	3	1	3
2937970	261.312359487275	5	3	1	2	1	1	1	1	1	3	1	3
2937971	206.931526030871	5	3	1	1	1	1	1	1	1	3	1	3
2937972	261.832621811374	5	3	1	1	1	1	1	1	1	3	1	3
2937973	206.802800223598	5	3	1	2	1	1	1	1	1	3	1	3
2937974	218.802501020023	5	7	1	1	1	1	1	1	1	3	1	6
2937975	195.191609137406	5	4	1	3	1	1	1	1	1	3	2	6
2937976	200.438304799533	5	5	1	2	1	3	1	1	1	3	1	1
2937977	296.427792789608	5	8	1	1	1	2	1	1	1	3	1	3
2937990	204.6097905662	5	3	1	2	1	1	1	1	1	3	1	3
2937996	321.375503790815	5	8	1	1	1	2	1	1	1	3	1	3
2937997	172.070675522537	5	4	1	3	1	1	1	1	1	3	1	6
2937998	184.472986267886	5	4	1	2	1	1	1	1	1	3	1	6
2937999	177.680230112095	5	5	1	2	1	3	1	1	1	3	1	3
2938000	279.44908770338	5	6	1	2	1	2	1	1	1	3	1	3
2938001	236.431285053804	5	6	1	2	1	3	1	1	1	3	1	3
2938005	529.762701509303	5	2	1	1	1	2	1	1	1	3	1	3
2938006	278.106767234092	5	3	1	1	1	1	1	1	1	3	1	6
2938007	237.933514828931	5	3	1	2	1	1	1	1	1	3	1	3
2938008	212.427057061179	5	3	1	2	1	1	1	1	1	3	1	6
2938009	252.683098950259	5	3	1	1	1	1	1	1	1	3	1	6
2938010	246.579041548508	5	3	1	1	1	1	1	1	1	3	1	3
2938011	176.546816830123	5	7	1	2	1	1	1	1	1	3	1	3
2938012	203.943012710512	5	4	1	2	1	1	1	1	1	3	1	6
2938013	296.713113512165	2	8	1	2	1	3	1	1	1	2	1	3
2938014	518.269133812776	2	5	1	2	1	3	1	1	1	2	2	3
2938015	388.536694868432	2	8	1	2	1	1	1	1	1	2	1	6
2938016	469.269258375676	2	2	1	2	1	2	1	1	1	2	2	6
2938017	339.78660994293	2	4	1	2	1	4	1	1	1	2	1	3
2938018	366.16181375742	2	4	1	2	1	4	1	1	1	2	1	3
2938019	191.334904149067	2	5	1	2	1	4	1	1	1	2	1	3
2938020	294.711079699332	2	5	1	2	1	4	1	1	1	2	1	3
2938021	226.339026954762	2	6	1	2	1	4	1	1	1	2	1	3
2938024	746.034063090904	2	7	1	2	1	2	1	1	1	2	1	3
2938025	450.009974826168	2	8	1	1	1	2	1	1	1	2	2	3
2938026	432.771601069829	2	2	1	2	1	2	1	1	1	2	1	3
2938027	531.967811209833	2	3	1	2	1	2	1	1	1	2	2	3
2938028	523.046731107138	2	4	1	2	1	4	1	1	1	2	1	3
2938029	285.220198377305	2	5	1	2	1	4	1	1	1	2	1	3
2938030	219.050000544345	2	6	1	2	1	3	1	1	1	2	1	3
2938031	484.17406028018	2	8	1	2	1	3	1	1	1	2	2	3
2938033	439.832780753377	2	2	1	1	1	2	1	1	1	2	1	6
2938034	558.475062790725	2	3	1	2	1	2	1	1	1	2	1	6
2938035	339.78660994293	2	4	1	2	1	4	1	1	1	2	1	3
2938037	344.799789853838	2	5	1	2	1	4	1	1	1	2	1	3
2938041	376.463847426172	2	2	1	1	1	2	1	1	1	2	1	4
2938042	585.734531947255	2	2	1	2	1	1	1	1	1	2	2	3
2938046	511.045126216204	2	4	1	2	1	2	1	1	1	2	1	3
2938048	654.005161308852	2	5	1	2	1	2	1	1	1	2	1	6
2938049	431.113964965177	2	5	1	2	1	2	1	1	1	2	1	3
2938050	702.983312683102	2	5	1	2	1	2	1	1	1	2	1	3
2938051	436.200530069999	2	8	1	2	1	2	1	1	1	3	1	6
2938052	495.916189904562	2	8	1	2	1	2	1	1	1	3	1	3
2938053	570.036189904156	2	8	1	2	1	2	1	1	1	3	1	6
2938055	275.387424611453	2	6	1	1	1	4	1	1	1	2	1	3
2938056	518.269133812776	2	5	1	2	1	2	1	1	1	2	1	3
2938057	656.437173837314	2	5	1	2	1	2	1	1	1	2	2	3
2938059	901.342772833937	2	7	1	2	1	2	1	1	1	3	1	6
2938061	411.608881782308	2	2	1	2	1	2	1	1	1	3	1	6
2938062	523.274392039547	2	4	1	2	1	4	1	1	1	2	1	3
2938064	287.59897590564	2	5	1	1	1	4	1	1	1	2	1	3
2938065	296.270838516618	2	5	1	2	1	4	1	1	1	2	1	3
2938066	617.441231163085	2	4	1	2	1	2	1	1	1	2	1	3
2938067	1312.22278100601	2	6	1	2	1	2	1	1	1	2	1	3
2938068	580.166008126431	2	7	1	2	1	2	1	1	1	3	1	6
2938069	893.41674280503	2	7	1	1	1	2	1	1	1	2	1	3
2938070	633.779474602784	2	3	1	2	1	2	1	1	1	3	1	3
2938071	412.335842182503	2	3	1	2	1	2	1	1	1	3	1	3
2938072	322.256182562313	2	5	1	2	1	4	1	1	1	2	1	3
2938073	217.324501922044	2	6	1	2	1	4	1	1	1	2	1	3
2938074	308.839125497909	2	6	1	2	1	4	1	1	1	2	1	3
2938075	302.430999709605	2	6	1	2	1	4	1	1	1	2	1	3
2938076	576.823387049287	2	3	1	1	1	3	1	1	1	2	1	3
2938077	269.583241971621	2	4	1	1	1	3	1	1	1	2	2	3
2938078	263.662447021051	2	8	1	2	1	3	1	1	1	2	1	3
2938080	359.056185374058	2	2	1	1	1	2	1	1	1	2	1	3
2938081	409.324170947746	2	2	1	1	1	2	1	1	1	2	1	6
2938082	579.149227998723	2	4	1	2	1	2	1	1	1	2	1	3
2938083	632.692634411131	2	4	1	2	1	3	1	1	1	2	1	3
2938084	439.671047445582	2	4	1	1	1	3	1	1	1	2	2	3
2938085	436.76188002745	2	8	1	2	1	3	1	1	1	2	2	3
2938087	389.852203246452	2	8	1	2	1	3	1	1	1	2	2	3
